word => count, index
कक्षा =>1516
टफरोडर =>3
क्लेरेन्स =>4
रेटिङ्ग =>4
फरेस्ट =>12
स्नो =>10
हृावाइट =>3
क्लाउडी =>3
बोल्नुहुदंै =>1
मोटसर्् =>4
प्यासेन्जर =>7
विजनेश =>46
मायंक =>3
बाल्डी =>3
छांै =>2
टफ =>3
भर्जन =>40
तपाई =>119
छोड्न =>59
एसयुभी =>3
प्रत्याभूति =>22
ट्रेडिंग =>2
बाबु =>206
विल्कुलै =>7
रिएर =>3
फोल्ड =>43
ओआरभीएम =>3
वनावट =>6
सिसि =>4
सर्वोत्कृष्ट =>73
प्रत्याभुति =>3
जावा =>9
ग्राहकमूखी =>1
प्रफेसनल =>1
राइडिङ्ग =>4
इन्डुरो =>1
शीथ =>1
कस्टम =>12
हेलल्मेट =>1
आउटर =>2
हेभी =>14
डुटी =>1
सोल्डर =>1
एल्बो =>3
आर्मर =>1
स्टाइल =>33
लेजेन्डरी =>1
दसकौं =>1
मोटो =>43
चेकोस्लाभाकिया =>1
प्राग =>8
रहदैं =>2
अग्नि =>50
मोटोइन्क =>2
आग्नि =>1
इन्क =>11
स्थपित =>2
फलामजन्य =>2
पद्धार्थ =>4
त्रुटी =>8
सच्चाउन =>4
पुर्वाधार =>24
स्क्याप =>2
शुल्य =>2
गुजरा =>10
नगरगालिका =>1
उर्बर =>5
अन्र्तक्रिया =>2
रेमिटान्स =>7
महत्वकोे =>2
कृषिप्रधान =>5
बीऊ =>5
घरजगगा =>1
करदाताबट =>1
कमपा =>1
महाशखा =>1
अहिलेस =>1
इमान्दार =>29
अर्धसरकारी =>2
वनस्थली =>1
मनमोहन =>24
स्काउट =>11
नाचघर =>16
जय =>85
इम्पेरियल =>26
अपार्टमेन्ट =>36
शिशु =>107
ग्याङ्जोङ =>1
हाउजिङ =>5
डेभलर्पस =>1
ओम =>63
सान =>70
हेल्पिङ =>2
ह्यान्ड्स =>4
मुभिज =>13
झिग्मी =>1
सिग्मी =>1
पर्वल =>1
जेसिस =>5
सिग्नेचर =>12
अम्बे =>1
कम्प्लेक्स =>44
राजेन्द्रकुमार =>15
काँवरा =>1
ब्लुबर्ड =>1
प्लाटिनियम =>1
महल =>40
फिल =>20
उडाए =>31
महानपर्व =>1
तिब्बत् =>2
उपल्लो =>39
लोमान्थाङ् =>2
खगेन्द्र =>94
तुलाचन =>25
झार्दै =>5
भन्दा =>12
थलो =>85
बढ्नसक्ने =>8
पठाइएको =>2
उत्पन्न =>198
बनाउदा =>6
गुञ्जा =>2
पालिए =>14
ढिलोगरी =>1
जानकारीदिए =>9
खाएका =>4
स्वादिलो =>5
एरोगिन =>4
रिर्सच =>5
आर्कषक =>5
कपाल =>150
ग्राहकरु =>1
हेयर =>10
ट्रान्सप्लान्टस =>1
स्किन =>9
लेजर =>12
ट्रिटमेन्ट =>6
डेन्टल =>15
ईन्भेस्टिगेसन =>1
जानकरी =>5
गरेक =>3
ाथिए =>1
अत्यााधुनिक =>1
आगन्तुक =>44
प्रवद्र्घित =>1
झट् =>32
स्कीम =>4
क्यासव्याक =>1
फ्लैश =>2
पञ्जीकृत =>1
चार्डपर्व =>5
मुष्ट =>3
एक्जिट =>1
सदस्यसम्म =>1
इन्कम =>1
ग्यारेन्टेड =>1
नजर =>140
सिस्टमेटिक =>1
र्दिए =>2
स्यप =>5
रा =>9
वराबर =>1
डडेल्धुरा =>72
अमरगढी =>10
बागबजार =>18
दानबहादुर =>11
निदाल =>1
कनिका =>3
थरे =>1
सत्तारूढ =>6
अर्बपती =>3
खुट्टा =>160
उभ्याउनु =>2
देवचुली =>26
मतदान =>158
तस्विर =>83
चित्रण =>146
उभ्याऔं =>2
बनाऔं =>5
संघार =>17
गरें =>64
ट्विटर =>156
बाख्रापालक =>3
कृषिकर्जा =>1
एकिकृत =>22
मुसीकोट =>28
इस् =>12
गाँउपालि =>20
धुर्कोट =>15
नेपालअन्तर्गत =>1
ऋणि =>2
माइक्रोओभन =>2
सामसुङ्ग =>4
वल्र्डलिंक =>3
नगदरहित =>2
सरसामान =>9
ईकाई =>10
एक्सटेनसन =>1
आएकोे =>4
त्रिलोचन =>14
ध्यानाकर्षणपत्र =>3
मजदुरी =>35
पस्ने =>21
जीवनयापन =>30
बलबहादुर =>24
लाखौँ =>98
बैठकनै =>1
परमानन्द =>6
झिकाउनु =>2
चेसिज =>1
भिडान =>2
यामाहा =>9
एक्सेञ्ज =>2
वृहत्तर =>2
स्कुटी =>10
सट्टापट्टा =>3
महामेला =>1
मुल्यांकन =>21
गर्नेमध्ये =>2
भनने =>2
डाउनपेमेन्ट =>1
किस्तासहित =>1
स्पट =>23
एफजेड =>1
भि =>9
एक्स =>295
स्क्य्राच =>1
एक्का =>4
मेघा =>22
म्युचुअफ =>1
मल्टीप्रपोज =>1
वेसट =>1
दुुई =>36
वढे =>2
चुरोट =>70
प्लास्टिकजन्य =>3
बेहोर्नुपरे =>9
नजिकिदै =>13
केरुङ =>22
भित्रन =>6
भित्रिइ =>2
सहमत =>63
नाकाबन्दी =>38
लत्ता =>5
यार्सागुम्बा =>24
नाम्पा =>3
छुटपूर्जी =>1
अपिनाम्पा =>7
सन्तबहादुर =>4
ओसारपसार =>21
निकासीवापत =>2
छैनौँ =>25
धनसिंह =>4
जागरी =>1
प्रतिक्षा =>78
काठमाडाँै =>14
धारचुला =>1
खलङ्गा =>21
महिनाँैदिन =>1
अपी =>8
दुहुँ =>1
नौगाड =>3
लोलु =>1
फेद =>24
सतगङ्गा =>1
फुल्टेवन =>1
काटै =>1
घट्टेखोला =>3
चाइमटेला =>1
धरमघर =>1
दोपाखे =>1
दुम्लिङ =>1
त्यहाँकोे =>1
शिबम् =>1
नेपाललेदशैं =>1
खरीदमाविशेष =>1
लीडर =>1
छौँजसमाहाम्रा =>1
प्रिमिएममूल्य =>1
फ्याक्टो =>2
लक्षितगर्दै =>1
बेलामानयाँ =>1
महरु =>1
तपाइँ =>353
मीएलईडी =>1
गर्नुहोस् =>268
ट्याग =>21
दशैँं =>3
चलाई =>6
दैनिकमीवाच =>1
वापो =>1
भाग्यशालीग्राहक =>1
दैनिकमी =>1
भनेअसोज =>1
सूचिबद्ध =>1
छ् =>1
साम =>20
थुपै्र =>5
मौकाःअर् =>1
लेमन =>1
लाइम =>3
उद्येश्य =>3
रिफ्रेस =>48
क्युआर =>6
धधध =>3
कउचष्तभ =>1
अय =>3
लउ =>3
मिलिलिटर =>2
पीईटी =>1
स्प्राइटकोे =>2
प्रमोशन =>17
क्षण =>118
रिसेट =>10
एम्बासाडर =>1
छायांकन =>567
सीएसआर =>3
जोन्टा =>4
जागरूकता =>1
सुन्दरप्रसाद =>3
कडँेल =>1
सुश्री =>7
चेली =>50
हेल्पलाइन =>11
बैँकिंग =>1
भरी =>40
एचएमडी =>35
फोन्स =>3
प्रिमियर =>316
किंग्स =>102
इलेवन =>1
केकेएक्सआई =>3
फिनल्याण्ड =>28
प्यान =>9
जेनेरल =>11
गर्दर्छौं =>1
विश्वभरि =>15
जोश =>27
छौँं =>4
सुपरस्टार =>59
सन्दीप =>142
केकेएक्सआइ =>2
एकजुट =>43
खेल्नेछन् =>32
ग्लाडिएटर्स =>16
वारियर्स =>42
टाइगर्स =>55
प्याट्रियट्स =>24
राइनोज =>78
र्यान =>1
पठान =>21
ओशादा =>2
फर्नान्डो =>19
रिचर्ड =>20
लेवी =>2
सीकुगे =>1
प्रसन्ना =>2
सँंग =>1
खेलाइनेछ =>7
प्रसारित =>16
जानुहोस् =>39
सक्नुहुने =>2
टिक्न =>22
नाघ्ने =>9
घटेकोे =>2
धक्का =>49
लाग्नसक्ने =>9
एकैप्रकार =>2
वाध्यता =>11
निश्कर्ष =>38
आविस्कार =>12
ट्याबलेट =>31
हेडफोन =>39
अध्यय =>1
हाते =>23
नव =>48
मानिसहरू =>3
लिजेन्ड =>9
शुभचिन्तक =>37
पाउँदै =>51
आज्ञा =>7
पूर्वसूचनाबिनै =>1
छिनछिन =>6
न्यायाधीशद्वय =>2
राजेश्वर =>11
सारु =>8
तुल्याउन =>20
कस्तो =>397
लाईफ =>10
पाँचौँ =>55
क्ष्क्इ =>1
ढण्ण्ज्ञस्द्दण्ज्ञछ =>1
गरी =>23
लाम्पाटा =>3
